DataType=double
version=3
OpenSimVersion=4.2-2021-02-17-5e51ba2f1
endheader
time,thorax_q1,thorax_q2,thorax_q3,thorax_q4,thorax_ax,thorax_ay,thorax_az,thorax_gx,thorax_gy,thorax_gz,thorax_mx,thorax_my,thorax_mz,thorax_barometer,thorax_linAcc_x,thorax_linAcc_y,thorax_linAcc_z,thorax_altitude,humerus_q1,humerus_q2,humerus_q3,humerus_q4,humerus_ax,humerus_ay,humerus_az,humerus_gx,humerus_gy,humerus_gz,humerus_mx,humerus_my,humerus_mz,humerus_barometer,humerus_linAcc_x,humerus_linAcc_y,humerus_linAcc_z,humerus_altitude,radius_q1,radius_q2,radius_q3,radius_q4,radius_ax,radius_ay,radius_az,radius_gx,radius_gy,radius_gz,radius_mx,radius_my,radius_mz,radius_barometer,radius_linAcc_x,radius_linAcc_y,radius_linAcc_z,radius_altitude
1613732333.403044,-0.06478761752275738,0.09408442200221626,-0.654406601630266,-0.7474641094780416,-0.05504864388335796,0.9785022115004325,0.1358309211478391,4.298355085565173,-0.2989595717591498,-0.2658169106650971,-14.73327697603355,-37.48988351541725,-8.576881045492332,1020.13010833203,0.0006176114366085703,-0.008639481010792304,0.01382717486407413,-59.06453988582602,0.5114668652184664,-0.4072874726180001,-0.3257826871420618,-0.6829232308576304,0.2034911272618106,0.8425944316203956,0.4318483908387786,-0.7854259833276911,1.998540673108185,0.02445654856795118,-10.18084144592285,-38.97952270507812,-1.620208740234375,1019.973510742188,-0.01879475520628043,-0.01609732822404457,-0.01920682895348107,-57.72442245483398,0.752562599754739,0.463860153575286,-0.1780032256412896,0.4322013530667519,0.1152318000563357,-0.8373070334953319,0.5401428151211491,-1.584542384692058,6.650022917102719,-1.514032068895752,3.731551170349121,37.29536437988281,-1.294497489929199,1020.013244628906,-0.01736435624588925,0.01185379738149866,0.03892543783655313,-58.06327056884766
1613732333.428044,-0.06450813421565812,0.09409149804464349,-0.654907065813324,-0.7470490002981079,-0.06311396253492153,0.9808683446091369,0.1287902573737317,2.744754654450122,-0.239606179712516,-0.3821564712329235,-14.93900680541992,-37.69740676879883,-8.825725555419922,1020.132019042969,-0.007214841416859191,-0.006425654632483382,0.008095230080022997,-59.07981491088867,0.5115770851605322,-0.4070363212382445,-0.3257248850823644,-0.6830179800222099,0.2026124204869458,0.8439840149876334,0.4402330879767834,-1.589871685252599,-0.4015194963056796,0.5411988215120642,-10.00815141102015,-38.81061303544308,-1.624306533889157,1019.975122163348,-0.01939589586569755,-0.01452389978598541,-0.01130487468895173,-57.73988202659457,0.7515837043579735,0.4626348824212073,-0.1801320041490524,0.4343293131431056,0.1265195469018908,-0.8445589313571989,0.5042295926426399,0.3665602276061422,9.867701342938906,-1.5022421822659,3.732369331398655,37.47887853302048,-1.513991353022556,1020.013089619116,-0.004141332925586247,0.004460454234057859,0.00227059638629775,-58.06327056884766
1613732333.453044,-0.06437252637524872,0.09415475194799469,-0.6552569321442911,-0.7467458630037713,-0.05678085127746511,0.9841405087576152,0.1201443488223053,2.294027467044292,0.0213863117762077,-0.2555167406681267,-15.46663408513218,-37.1586636709622,-8.39769670463202,1020.13284257307,-0.0007123017977017187,-0.00326110616304504,0.0003869166225874483,-59.08771565279351,0.5118638294149511,-0.4071028493593564,-0.3252447512249028,-0.682992242292133,0.218018564579778,0.8422682093957657,0.451241846403669,-2.225057193311428,-2.446423399232974,1.004157870823572,-9.814550399780273,-38.62125015258789,-1.628900527954102,1019.976928710938,-0.004363198571796855,-0.0158699595774596,-0.0008109833076441293,-57.7572135925293,0.7508603585924123,0.4615964852186836,-0.1816003188629949,0.436071844702315,0.1265146164620654,-0.8499949497874231,0.4797160055844011,2.312345547617465,4.132933662060409,-1.116691073051258,3.733161926269531,37.65665817260742,-1.726626396179199,1020.012812394654,-0.003838926909699271,-0.001941191557468901,-0.02494956502793334,-58.06327056884766
1613732333.478044,-0.0641522839842831,0.09411517822396605,-0.6556880390045945,-0.7463913181624203,-0.05301528443905563,0.9885435673845443,0.1239505087580942,2.710948832944446,0.2933160866287499,-0.2490846231290266,-16.033935546875,-36.57941055297852,-7.937482833862305,1020.133728027344,0.00316036959959082,0.001010045746489451,0.005304693149033791,-59.09621047973633,0.5122641956609607,-0.4074587293790817,-0.3243270198395923,-0.6829163629893414,0.2387752898970047,0.8492703034029352,0.444995453677246,-2.059632049177298,-1.307369903900217,1.203634625100014,-9.814550399780273,-38.62125015258789,-1.628900527954102,1019.976080519997,0.01529330070688522,-0.008257459372481136,-0.007667661887181145,-57.74636507893847,0.7504649290239083,0.4609889673321561,-0.1821704315119076,0.4371559887121083,0.1284597438836167,-0.8556505868127807,0.4740051802836642,1.61041363979188,1.21470127361757,-0.4568597186205655,3.566151310062685,37.31752096012156,-1.731230283468516,1020.010864257812,-0.0007262520053524461,-0.007335101417739361,-0.0295134234079488,-58.046875
1613732333.503044,-0.06392382152298641,0.09401229885744272,-0.6559212403670095,-0.7462189678522922,-0.05435610394100827,0.9825959525215353,0.1267012270107648,1.087779949199734,0.3575174174458077,-0.131168931722641,-15.54588854009992,-36.57955089403278,-7.739114980797267,1020.131164550781,0.003570636742500239,-0.007073364663852875,0.009905206259161104,-59.07434844970703,0.5124095784751799,-0.4076005775138272,-0.3238198194141579,-0.6829633256105357,0.2326645211328708,0.851196665022746,0.4470945305781154,-0.8313710770481373,1.192149620199956,0.8736204159562957,-9.821769714355469,-38.25181579589844,-2.065746307373047,1019.97607421875,0.006391991189249871,-0.004195216278622586,-0.003155010493324201,-57.74628448486328,0.7498453299852987,0.460977332919428,-0.1826128976375289,0.4380461115454319,0.135036925836779,-0.8552295293004468,0.4807869828246335,-0.377513956646652,0.5518136143530457,-1.268590455103596,3.379059791564941,36.93760681152344,-1.736387729644775,1020.010437011719,0.005479529225819529,-0.006791253605634965,-0.02243135236585489,-58.04140853881836
1613732333.528044,-0.06375669958139575,0.09397316290783436,-0.6560431791512764,-0.7461310036897787,-0.05423395869928049,0.9790741734150462,0.1120889594797105,0.07956739713917144,0.7314677187661291,-0.3685530938993253,-14.93286514282227,-36.57972717285156,-7.489950180053711,1020.131164550781,0.002276899881714512,-0.008685704888237505,-0.005597608315724804,-59.07434844970703,0.5124553818918738,-0.4073825823534924,-0.323730461191198,-0.6831013834766646,0.2031258095461459,0.8408315613219978,0.4489889698531886,-0.5278718615679505,1.572211833933538,-0.001557402868504587,-9.821769714355469,-38.25181579589844,-2.065746307373047,1019.971029673261,-0.02090363014077063,-0.01596034971885037,-0.004366205667485226,-57.70397168172703,0.7492532903030762,0.4609954178075668,-0.1830435100972926,0.438859509010529,0.124261378372062,-0.8488683150534606,0.4932030268281457,-0.9882453627781265,-0.4115932702187591,-0.280528019636441,3.005245106434704,37.30740719261789,-1.740660950720149,1020.010437011719,-0.005631728653748841,-0.0002741870978301957,-0.009668231597840768,-58.04140853881836
1613732333.553044,-0.06367849126295008,0.09411037563127789,-0.6561849152240479,-0.7459957269477862,-0.06056002174291933,0.9793861046496458,0.1128772341075898,1.035990232394458,1.170640313265892,-0.5072432044629213,-15.08906734677303,-36.73750101489102,-7.865761515941535,1020.134643554688,-0.003909584827820164,-0.00827976785923676,-0.004471134265608164,-59.10167694091797,0.5125716021451256,-0.4073428874823626,-0.3236163417508416,-0.683091922381012,0.2241062967964414,0.8382241332345391,0.4427308990967224,-0.6413961375552725,-0.4357379182927112,0.1957555613152379,-10.1862907409668,-38.24582672119141,-2.061386108398438,1019.97168160134,0.0001120401996465044,-0.01858094526196764,-0.0110384409775969,-57.70992789033471,0.748485675756408,0.4609713794010207,-0.1839620331963662,0.439809657886585,0.1289885965261686,-0.8320151569367199,0.503353318397991,-1.746597467648814,2.007018406012957,-0.06923488796834004,2.643117904663086,37.66564559936523,-1.744800567626953,1020.010135300392,-0.0006661408914831,0.01698959013568676,0.001109740448239205,-58.04140853881836
1613732333.578044,-0.06366849785532365,0.09431623555184972,-0.6564800044039228,-0.7457109091052181,-0.05300553188842808,0.9748645219971945,0.12767715765304,2.886476542311078,0.6505352692838523,-0.2771429498897573,-15.30403900146484,-36.95463562011719,-8.382967948913574,1020.132360553739,0.003873101201181582,-0.01289175864505628,0.01117811263899137,-59.08265967574807,0.5126437816020236,-0.4073145545959452,-0.3235229821520429,-0.683098884753324,0.2164092065666736,0.8400012382643902,0.4493912356653023,-0.1622209340828202,1.312220849729899,0.04624493984421714,-10.1862907409668,-38.24582672119141,-2.061386108398438,1019.97265625,-0.007600959936788484,-0.01671083100604171,-0.004544644011946798,-57.71895599365234,0.7480424449238242,0.4605770289151225,-0.1842595799379925,0.4408509928908966,0.124566773542378,-0.8469678040974213,0.5064530815543444,2.595826000440091,-1.612747541521121,-0.8020390868186951,2.812298648734015,37.66425129405029,-1.741979763641865,1020.009989741128,-0.0054170107973194,0.001684923773412631,0.003703699245960534,-58.03886504173428
1613732333.603045,-0.06348128895842456,0.09428439711584879,-0.6567959770919781,-0.7454526205180603,-0.05328902250113954,0.9858403462209607,0.1260033862975865,1.792896267302484,-0.5189101368067781,-0.2626507149195554,-14.96556269850722,-37.12619087188242,-8.381865763049468,1020.132019042969,0.003698754104961755,-0.002008199810378835,0.01031954089965248,-59.07981491088867,0.5125807355798798,-0.4071009604310431,-0.323699617112655,-0.6831898374150642,0.2118547755614868,0.8482108725795796,0.4542482914326772,-0.009304869297803095,-0.009569190640730862,0.1264782024602165,-10.53459930419922,-38.61444091796875,-1.187665939331055,1019.972117291413,-0.01179854868274085,-0.008530914697072461,0.0001936544173830442,-57.71436040927104,0.7476855437446748,0.4600425638301135,-0.1845882127750235,0.4418759055787024,0.1180133148143929,-0.8593467347231897,0.4925857809975114,0.8798682520199259,0.9975486987343847,-0.5106913725464524,3.006465911865234,37.66265106201172,-1.738742351531982,1020.009826660156,-0.01208202201506578,-0.01115232951396141,-0.01090279251599214,-58.03594589233398
1613732333.628045,-0.06331752279059932,0.09420039972198885,-0.6569304590690297,-0.7453586696926033,-0.05864678101477126,0.9827694143628485,0.1171532494128813,0.2687048564384781,-0.8282986158709309,-0.2424073186310095,-14.57098770141602,-37.32617950439453,-8.380580902099609,1020.135132067048,-0.001604045656753487,-0.005114457916717243,0.001790068090202527,-59.10968048565094,0.5126098999669011,-0.4071370387047381,-0.3236090249010469,-0.6831893730690685,0.2287277868612508,0.8411433130727299,0.4494059940180262,-0.151920884847641,-0.7464033184025496,0.1620016396045685,-10.53459930419922,-38.61444091796875,-1.187665939331055,1019.971374511719,0.004951979395526693,-0.01553528659402518,-0.004706775467359911,-57.70802688598633,0.7472113518247674,0.4596276301725924,-0.1854010098377384,0.4427684601876606,0.1314237700505237,-0.8510977269851295,0.496488618648835,-0.1163780091878234,1.849493609416784,0.5137370910533702,3.379418781612904,37.47719793520068,-1.95300000892682,1020.009672344143,0.001912223044638066,-0.002910138794383808,-0.007161017465324619,-58.03318170674683
