time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l
0.73,0.022372,0.00983943,0.0154959,0.115546,0.194148,-2.19007e-06,0.0561041,-0.0168067,-0.00631673,-0.0762955,0.00286832,0.0152452,-0.0585787,-0.0672304,-0.0147386,0.022277,-0.0227141,0.020073
0.74,0.0229042,0.00970271,0.0154172,0.115794,0.194452,0.00042487,0.0541284,-0.0161966,-0.00626587,-0.0725569,0.00194398,0.0134715,-0.0608809,-0.0785913,-0.0152306,0.0159326,-0.0216742,0.0221398
0.75,0.0231258,0.00931747,0.0156323,0.116008,0.194504,0.000815588,0.0532026,-0.0153617,-0.0074689,-0.0655429,0.000529272,0.00902466,-0.0648903,-0.0960623,-0.0120728,0.0141109,-0.0226371,0.0261998
0.76,0.0236935,0.00875853,0.0154946,0.116332,0.194718,0.00118643,0.051485,-0.0142202,-0.00736489,-0.061009,-0.000837453,0.00698355,-0.0679211,-0.108106,-0.00990494,0.00836702,-0.0229512,0.0286814
0.77,0.0249686,0.00879305,0.0160059,0.116641,0.19519,0.00148612,0.047684,-0.0138141,-0.00662829,-0.058229,-0.00228577,0.00539019,-0.0686788,-0.116545,-0.00896304,-0.00353979,-0.0220406,0.0276539
0.78,0.0258308,0.00869173,0.0169239,0.116764,0.195485,0.00180911,0.0441656,-0.0133511,-0.00724044,-0.0523154,-0.00448017,0.00133625,-0.0692386,-0.130109,-0.00638529,-0.0130518,-0.0213958,0.0265042
0.79,0.0259311,0.00760107,0.0169649,0.11677,0.195578,0.00224683,0.042043,-0.011662,-0.00846914,-0.0445602,-0.00721469,-0.00246425,-0.0702525,-0.145512,-0.00324071,-0.0190346,-0.020812,0.0262091
0.8,0.0259286,0.00619079,0.0165303,0.116778,0.195734,0.00269796,0.0401086,-0.00952547,-0.00913071,-0.0378902,-0.00992758,-0.00479736,-0.070931,-0.157556,-0.000854851,-0.0249724,-0.0199742,0.0247934
0.81,0.0259151,0.00498291,0.0164099,0.116832,0.19598,0.00306123,0.037788,-0.00768414,-0.00944278,-0.032107,-0.0124556,-0.00676421,-0.0708684,-0.167109,0.00120685,-0.0307366,-0.0191335,0.0217487
0.82,0.0247031,0.0027209,0.0164942,0.116899,0.196151,0.00346745,0.0362791,-0.0048405,-0.0107848,-0.0247679,-0.0157515,-0.0082941,-0.0697905,-0.176864,0.0034905,-0.0344429,-0.0181149,0.0166893
0.83,0.0229917,0.000187523,0.0160195,0.116919,0.196336,0.00396194,0.0352289,-0.0017079,-0.0127837,-0.0167104,-0.0186367,-0.00882017,-0.06839,-0.186395,0.00511322,-0.0358775,-0.01699,0.0112854
0.84,0.0236025,0.000953152,0.0151819,0.116846,0.196766,0.00431645,0.0319077,-0.00191026,-0.0128611,-0.0117586,-0.0182077,-0.00956183,-0.0678724,-0.193988,0.00564749,-0.036081,-0.016598,0.00937803
0.85,0.0254051,0.00348652,0.014781,0.116729,0.197265,0.00455525,0.027097,-0.00386653,-0.0115041,-0.00847491,-0.0164899,-0.0111302,-0.0672293,-0.200231,0.00688918,-0.0355165,-0.0167623,0.00872713
0.86,0.0257206,0.00404953,0.0146444,0.116666,0.197605,0.0048424,0.0235201,-0.00384238,-0.0109324,-0.00355663,-0.0164604,-0.0123634,-0.0654552,-0.206144,0.00921984,-0.0338102,-0.0165322,0.00547908
0.87,0.0243006,0.00248481,0.0144994,0.116649,0.197849,0.00514311,0.0213685,-0.00176569,-0.0111335,0.00321215,-0.0171096,-0.0114559,-0.0623924,-0.211475,0.0107956,-0.0300026,-0.0152938,-0.00127123
0.88,0.0227252,0.000924414,0.0141555,0.11656,0.198135,0.00541383,0.0192642,0.000235896,-0.0115424,0.010222,-0.0167398,-0.00918373,-0.0590851,-0.215864,0.0110805,-0.0257347,-0.0138085,-0.00856074
