time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l
0.87,0.118956,0.00440735,0.0746285,0.610709,1.03634,0.0274864,0.109934,0.000341727,-0.0601558,0.0368163,-0.0885363,-0.0471123,-0.313329,-1.11665,0.0557006,-0.140492,-0.0738768,-0.0353852
0.88,0.123793,0.0109941,0.0727701,0.609613,1.03863,0.0289124,0.0912992,-0.00410716,-0.0606014,0.0609039,-0.0829513,-0.0524433,-0.311525,-1.13728,0.057733,-0.137659,-0.0740767,-0.039805
0.89,0.124568,0.0165229,0.0701187,0.608817,1.0403,0.0302849,0.072883,-0.0074002,-0.0596575,0.0868366,-0.0759087,-0.0557831,-0.300932,-1.15351,0.0664074,-0.126188,-0.0737561,-0.0463729
0.9,0.126996,0.0171456,0.0673679,0.608441,1.04286,0.0320008,0.0607896,-0.00509072,-0.0596871,0.101897,-0.0734681,-0.0570039,-0.305024,-1.14832,0.0665721,-0.12354,-0.0734002,-0.0467773
0.91,0.120736,0.0237452,0.0683515,0.607834,1.04324,0.0324879,0.0402434,-0.0103775,-0.0518373,0.13405,-0.0612025,-0.0549599,-0.275275,-1.16165,0.0801687,-0.0960118,-0.0674585,-0.053135
0.92,0.124439,0.0237317,0.0641429,0.606726,1.04524,0.0339608,0.0275382,-0.00810482,-0.0524989,0.150645,-0.0584544,-0.0558422,-0.279822,-1.15483,0.0799582,-0.0937504,-0.0673431,-0.0528884
0.93,0.116455,0.0300585,0.0617633,0.606398,1.0458,0.0346742,0.00636447,-0.0133979,-0.0490089,0.181714,-0.0434794,-0.049763,-0.245808,-1.15334,0.0904087,-0.0716738,-0.0613151,-0.0479086
0.94,0.120977,0.0296586,0.0574589,0.604695,1.04694,0.0359827,-0.0063608,-0.011154,-0.0496311,0.198936,-0.0409345,-0.050606,-0.250518,-1.14434,0.0899442,-0.0694674,-0.0611325,-0.0474067
0.95,0.116946,0.0297149,0.0456753,0.603821,1.04754,0.0375734,-0.0187251,-0.0101474,-0.0484764,0.216862,-0.0331927,-0.0473105,-0.236728,-1.12372,0.0968279,-0.0595686,-0.0590097,-0.0418817
0.96,0.121837,0.0296525,0.0439889,0.601379,1.04798,0.0383425,-0.0311344,-0.00905727,-0.0476262,0.234631,-0.0313421,-0.048635,-0.240345,-1.11335,0.0967045,-0.0565996,-0.0581235,-0.0414188
0.97,0.109546,0.0373895,0.0372879,0.601395,1.04821,0.0388185,-0.0483726,-0.0174113,-0.0394607,0.256835,-0.0168053,-0.0471958,-0.202733,-1.08011,0.101868,-0.0383647,-0.0484112,-0.0275741
0.98,0.109676,0.0364745,0.0400046,0.600714,1.04857,0.0397305,-0.0621426,-0.0145261,-0.0396638,0.272022,-0.018194,-0.0508469,-0.200831,-1.05082,0.103943,-0.0328946,-0.0473437,-0.027826
0.99,0.108679,0.0345506,0.0340799,0.599579,1.04869,0.0407449,-0.0747091,-0.011423,-0.041264,0.28527,-0.0176191,-0.0513962,-0.194269,-1.017,0.109662,-0.0269551,-0.0475398,-0.0270466
1,0.108673,0.0339045,0.0362117,0.59767,1.04855,0.0411047,-0.0871652,-0.00913807,-0.0391648,0.298196,-0.0176203,-0.0538148,-0.189313,-0.98305,0.113596,-0.0209742,-0.0458944,-0.0280133
1.01,0.106848,0.0318661,0.0310486,0.596605,1.0483,0.0419849,-0.0990536,-0.00622912,-0.0398877,0.308368,-0.0176612,-0.0547565,-0.181614,-0.942668,0.119837,-0.0154102,-0.0460083,-0.0298622
1.02,0.10567,0.0303026,0.0330991,0.595437,1.04774,0.0423298,-0.112193,-0.00282904,-0.0381756,0.319195,-0.0192064,-0.0589354,-0.17574,-0.900614,0.124487,-0.0104889,-0.0445764,-0.0344362
1.03,0.103212,0.0266273,0.0291408,0.594157,1.04705,0.0432529,-0.125115,0.00210811,-0.0395786,0.327943,-0.0224463,-0.0629801,-0.166725,-0.849823,0.13185,-0.00726814,-0.0450924,-0.0407332
1.04,0.11138,0.0503341,0.0175692,0.593551,1.04897,0.043065,-0.167292,-0.0253201,-0.0354783,0.310424,0.00564307,-0.0793523,-0.118703,-0.770603,0.108989,-0.0400985,-0.0408981,-0.0831123
1.05,0.110836,0.0426575,0.0247211,0.592341,1.04751,0.0430378,-0.179117,-0.0146569,-0.035438,0.320138,-0.00167993,-0.0812957,-0.11768,-0.730191,0.118848,-0.0330126,-0.042114,-0.0904098
1.06,0.108742,0.0316673,0.0210753,0.591032,1.04608,0.0436767,-0.189174,-0.00203569,-0.0385991,0.325822,-0.0123946,-0.0820154,-0.113058,-0.679153,0.129904,-0.0302198,-0.0446453,-0.098574
1.07,0.108009,0.0209062,0.0141111,0.589431,1.04548,0.0444654,-0.200234,0.00857456,-0.0338258,0.323351,-0.0220156,-0.082314,-0.107854,-0.610696,0.128361,-0.0435587,-0.0412153,-0.112944
1.08,0.108812,0.0236286,0.0096521,0.588363,1.04523,0.0444767,-0.218216,0.00403092,-0.022231,0.312977,-0.0156845,-0.0874799,-0.0956793,-0.527889,0.118936,-0.0744415,-0.0382869,-0.145436
1.09,0.107032,0.0184182,0.0153933,0.58769,1.04262,0.044151,-0.232204,0.0117229,-0.0245946,0.326518,-0.0198813,-0.0956338,-0.0904477,-0.494406,0.133299,-0.0665893,-0.0419733,-0.15564
1.1,0.10251,0.00920777,0.0115155,0.587135,1.04027,0.0447357,-0.243103,0.0216962,-0.0243657,0.332091,-0.0282461,-0.0963055,-0.0818512,-0.443592,0.145482,-0.0629852,-0.0428649,-0.16193
1.11,0.0989623,0.00083229,0.00448776,0.585951,1.03919,0.0450235,-0.252781,0.0280818,-0.0153045,0.3246,-0.0342814,-0.0897639,-0.0741445,-0.366824,0.142394,-0.077462,-0.0369262,-0.165163
1.12,0.098791,-0.00181865,0.0105437,0.585217,1.03695,0.0447552,-0.265913,0.0325786,-0.0116235,0.33579,-0.0336683,-0.0943544,-0.073857,-0.335742,0.147224,-0.0739239,-0.035887,-0.169935
1.13,0.0981834,-0.00584113,-0.00443382,0.584024,1.03594,0.0454308,-0.279222,0.0320619,0.000700507,0.31405,-0.0368828,-0.0846327,-0.0668146,-0.237208,0.143111,-0.100909,-0.0331036,-0.168971
1.14,0.0956101,-0.00964762,-0.00254804,0.583518,1.0333,0.0446854,-0.291763,0.0361046,0.00212268,0.323795,-0.0369915,-0.0854357,-0.0620323,-0.205333,0.156267,-0.0876031,-0.035161,-0.173176
1.15,0.0916879,-0.0132775,-0.0116857,0.583377,1.03118,0.044795,-0.30139,0.0369842,0.00814157,0.324286,-0.0400784,-0.0682033,-0.0575361,-0.161308,0.164906,-0.0758283,-0.0339457,-0.165514
