time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l
0.56,-0.107368,0.022579,-0.00992577,-2.43601e-05,-0.0574535,0.0121764,0.20433,-0.00411267,0.248321,-0.153241,-0.00137194,0.0439675,0.33397,0.0636181,0.477485,0.230514,0.067774,0.012635
0.57,-0.0406279,0.0702966,0.0155586,-0.0123932,-0.0446313,0.00526209,0.0928125,-0.0700225,0.25015,-0.183414,0.0463666,0.0220797,0.376388,-0.000988143,0.169942,0.134483,0.13923,0.0218624
0.58,0.00864585,0.0615998,0.0683395,-0.0246392,-0.0343225,0.00241234,0.00450068,-0.0622135,0.089779,-0.194858,0.0170629,0.0385008,0.394188,-0.0763452,-0.0819406,0.0233336,0.087507,0.0467006
0.59,-0.0484552,0.0468955,0.0719403,-0.0113694,-0.0408534,0.0102893,0.00868109,-0.0404707,0.0842145,-0.160127,-0.0204337,0.107907,0.339717,-0.0610485,0.0622196,0.0786077,0.0551074,0.0724077
0.6,-0.0805365,0.0318702,0.0230577,0.0100362,-0.0385019,0.0182884,0.0673909,-0.00465143,0.0597949,-0.136451,-0.0217556,0.0454671,0.109761,-0.0505171,0.093341,0.0544727,0.0232037,0.0240949
0.61,-0.0637352,0.0206437,-0.00204681,0.0182719,-0.0288613,0.0232366,0.0901972,0.0311224,-0.0245386,-0.129711,-0.0197685,-0.0376713,-0.0930668,-0.0758512,-0.0403629,-0.0373429,-0.0146316,-0.0241662
0.62,-0.000520302,0.0192591,0.051082,0.0112838,-0.0212284,0.0244863,0.00170764,0.00971772,0.0402814,-0.168912,-0.0594339,0.0500981,-0.138238,-0.122352,-0.218221,0.0110674,0.0399618,0.0308481
0.63,0.126302,0.00246664,0.0954627,0.00190929,-0.0080398,0.0254492,-0.0835776,0.000202485,0.100561,-0.253926,-0.11749,0.202596,-0.313874,-0.234956,-0.446027,0.116206,0.0690464,0.12031
0.64,0.152802,-0.00956674,0.0955148,0.00911072,-0.00257045,0.0309044,-0.0905125,0.0390925,-0.00962017,-0.255384,-0.129901,0.182389,-0.451423,-0.307956,-0.431916,0.113782,-0.0420761,0.111366
0.65,0.073658,-0.029849,0.0985956,0.0220989,-0.00601889,0.0353829,-0.0522002,0.0814466,-0.103783,-0.167148,-0.141559,0.0797647,-0.439625,-0.300954,-0.261724,0.0268073,-0.140571,0.0612247
0.66,0.0430715,-0.057416,0.103801,0.0253473,-0.0035694,0.0332979,-0.0299691,0.0961541,-0.0658319,-0.115519,-0.170264,0.0798811,-0.442679,-0.302876,-0.251237,-0.0181833,-0.122293,0.0719612
0.67,0.0509264,-0.0610912,0.0815646,0.0253014,0.00279058,0.0300593,-0.0309269,0.0941902,-0.0143268,-0.106234,-0.158334,0.10973,-0.46488,-0.333276,-0.298316,-0.0394452,-0.0794231,0.0946546
0.68,0.0629509,-0.0561454,0.0506841,0.0245655,0.0100139,0.0333441,-0.0315526,0.0997393,-0.00123611,-0.0910671,-0.137972,0.098124,-0.50723,-0.400135,-0.289363,-0.105746,-0.0747633,0.0909914
0.69,0.119171,-0.0843866,0.11704,0.0236735,0.0198471,0.0350066,-0.0181028,0.118893,0.00740925,-0.0436967,-0.20232,0.0234227,-0.714001,-0.605722,-0.19977,-0.145787,-0.165311,0.0733073
0.7,0.141354,-0.124115,0.0760985,0.0335478,0.023431,0.0350791,-0.00426251,0.177196,-0.00203903,0.0181709,-0.215148,0.0221126,-0.8067,-0.770368,-0.017288,-0.14408,-0.266094,0.111993
0.71,0.085061,-0.106094,-0.00271831,0.04302,0.0112769,0.0305246,0.0130598,0.179183,0.0255552,0.151741,-0.145312,-0.0352497,-0.731105,-0.9375,0.247536,0.0244908,-0.340361,0.239891
0.72,0.0592422,-0.0649347,0.0735405,0.0365852,0.00648261,0.026265,0.00679424,0.111293,0.115872,0.269064,-0.142497,-0.156184,-0.711678,-1.09515,0.29099,0.100596,-0.316691,0.322929
0.73,0.063695,-0.0387955,0.0279383,0.0307368,0.0291574,0.0376116,-0.127178,0.0840746,0.152231,0.182029,-0.110711,-0.0271141,-0.408972,-0.820745,-0.0714303,-0.457442,0.00354365,0.209549
0.74,0.0532213,-0.0136728,-0.00787874,0.0247988,0.0304315,0.042706,-0.19757,0.0610135,0.00508586,0.373859,-0.0924343,-0.177363,-0.230227,-1.1361,-0.0492057,-0.634441,0.103984,0.206683
0.75,0.0221638,-0.0385237,0.0215103,0.02135,0.00521101,0.0390717,-0.0925778,0.083491,-0.120302,0.701396,-0.141471,-0.444688,-0.400941,-1.74709,0.315782,-0.182169,-0.0962857,0.405999
0.76,0.0567662,-0.0558934,-0.0137633,0.0323847,0.0213643,0.0370844,-0.171767,0.114141,0.010401,0.453397,-0.136672,-0.204111,-0.303079,-1.20439,0.216789,-0.574384,-0.0314096,0.248157
0.77,0.127515,0.00345148,0.0511241,0.0309864,0.0472158,0.0299685,-0.380101,0.0406139,0.0736599,0.278001,-0.144832,-0.159336,-0.0757623,-0.843844,0.0941896,-1.19068,0.0910557,-0.102747
0.78,0.0862206,-0.0101316,0.0918024,0.0122329,0.0295409,0.0322988,-0.351838,0.0462964,-0.0612147,0.591361,-0.21944,-0.405395,-0.0559855,-1.35643,0.257776,-0.951204,0.0644826,-0.114968
0.79,0.010029,-0.109067,0.00410107,0.000575022,0.00929636,0.043773,-0.212258,0.16892,-0.122871,0.775518,-0.273452,-0.380049,-0.101391,-1.54034,0.314458,-0.598273,0.0583862,-0.0295122
0.8,-0.000254909,-0.141028,-0.0434626,0.000834476,0.0155497,0.0451127,-0.193439,0.213648,-0.0661566,0.666993,-0.271289,-0.233311,-0.0678446,-1.20434,0.238585,-0.593782,0.0837761,-0.141567
0.81,-0.00134805,-0.120788,-0.0120343,0.00539547,0.0246265,0.0363263,-0.232067,0.184133,-0.0312073,0.578325,-0.2528,-0.196685,0.00625432,-0.95535,0.20617,-0.576423,0.0840737,-0.304467
0.82,-0.121193,-0.226201,0.00843095,0.00675668,0.0171078,0.0406229,-0.150888,0.284364,-0.1342,0.733912,-0.329593,-0.152989,0.107795,-0.975436,0.228365,-0.370633,0.101857,-0.505946
0.83,-0.17114,-0.253338,-0.0474715,0.00196344,0.0184474,0.0494485,-0.105016,0.31326,-0.199894,0.80575,-0.288515,-0.0526069,0.140043,-0.953169,0.162272,-0.143459,0.112486,-0.540385
0.84,0.0610766,0.076563,-0.0837667,-0.00732503,0.0430432,0.0354516,-0.332118,-0.0202361,-0.0077351,0.495175,0.0429006,-0.0741659,0.0517671,-0.759245,0.0534263,-0.0203489,0.0391984,-0.190741
0.85,0.180258,0.253337,-0.0400856,-0.0116502,0.0498731,0.0238792,-0.481071,-0.195627,0.135695,0.328371,0.171777,-0.156832,0.0643075,-0.624333,0.12417,0.0564529,-0.0164221,-0.0650906
0.86,0.0315518,0.0563011,-0.0136573,-0.00632161,0.0340527,0.0287157,-0.357697,0.00241476,0.0571732,0.491828,0.00294489,-0.123328,0.177408,-0.591325,0.233066,0.170626,0.0230038,-0.324805
0.87,-0.142,-0.156472,-0.0145002,-0.00174579,0.0243934,0.0300711,-0.215153,0.207669,-0.0201107,0.676879,-0.0649162,0.0907496,0.306281,-0.533071,0.157571,0.380758,0.123842,-0.675031
0.88,-0.157545,-0.156039,-0.0343951,-0.00889346,0.0286012,0.0270717,-0.210434,0.200159,-0.0408917,0.700988,0.0369833,0.227221,0.330732,-0.438875,0.0284926,0.426797,0.148531,-0.728952
0.89,0.037137,0.0944926,-0.055945,-0.0205794,0.0395017,0.0260652,-0.343597,-0.0537247,-0.0119461,0.500961,0.151896,-0.0103225,0.137755,-0.340326,0.048872,0.155919,0.0169454,-0.179963
0.9,0.124503,0.187634,-0.0526632,-0.0170003,0.0434411,0.0285349,-0.368862,-0.141484,0.0264087,0.324566,0.133882,-0.183051,-0.00904933,-0.141994,0.120085,0.0155454,-0.055936,0.179762
0.91,-0.019564,0.0512069,-0.0252669,-0.00604164,0.0320461,0.0249329,-0.284137,-0.00454023,0.0638504,0.388206,0.100467,-0.0209496,0.160061,0.0110157,0.132278,0.234432,0.0400491,-0.0183562
0.92,-0.094493,0.0156898,-0.0119354,-0.0111787,0.0180014,0.0163023,-0.292203,0.0179898,0.0903383,0.513327,0.14521,0.0889527,0.346807,-0.0402005,0.133552,0.398083,0.106429,-0.161042
0.93,-0.0380525,0.0658753,-0.0557646,-0.0187585,0.0201322,0.0176772,-0.335537,-0.0388317,0.0412098,0.490092,0.179354,0.0515394,0.302695,0.00763705,0.104766,0.268345,0.0657655,0.00160999
0.94,-0.0132175,0.0760896,-0.0846011,-0.0187674,0.0212876,0.0216575,-0.336576,-0.0483686,0.00113225,0.435365,0.177789,0.0336567,0.253277,0.143377,0.0813046,0.163645,0.0393998,0.138709
0.95,-0.00433475,0.0104688,-0.13059,-0.0233364,0.014861,0.0258983,-0.259399,0.0173877,0.00592506,0.360531,0.113533,0.0305889,0.133971,0.267404,0.0674141,0.134685,0.030297,0.0769663
0.96,0.0145596,-0.0337688,-0.164461,-0.0320006,0.00994939,0.0265342,-0.197415,0.0560362,0.016648,0.298158,0.0607035,0.0159456,0.0253266,0.349696,0.05534,0.100903,0.0195843,0.0237869
0.97,-0.042327,0.0474064,-0.0935317,-0.0290966,0.00535324,0.0136256,-0.260018,-0.0420332,0.0718934,0.361593,0.12838,0.00144285,0.242633,0.39288,0.0517708,0.174233,0.0792832,0.105133
0.98,-0.137954,0.111727,-0.0155642,-0.00763953,0.00432785,0.00680826,-0.327661,-0.109021,0.107654,0.398773,0.174174,-0.0207287,0.485397,0.571646,0.0599768,0.261281,0.136124,0.178384
0.99,-0.0704048,0.00729835,-0.00990599,-0.00472494,0.00503115,0.016733,-0.279484,0.0208555,0.0118697,0.294763,0.0302066,-0.0438504,0.223474,0.685313,0.0800277,0.164943,0.0458657,0.0518497
1,0.0443319,-0.0826075,-0.0407993,-0.0296357,0.00134951,0.019454,-0.211185,0.121743,-0.0532377,0.203756,-0.0735185,-0.0397976,-0.0655862,0.646846,0.0929311,0.0495161,-0.0405372,-0.0713431
1.01,0.0099458,-0.0384566,-0.0419432,-0.0386493,-0.00487544,0.0107265,-0.217636,0.0627715,0.00774984,0.210687,-0.00888409,-0.024586,0.0708087,0.675624,0.100718,0.0901972,0.00117368,-0.0416601
1.02,-0.0509024,-0.00830442,-0.0246014,-0.0228914,-0.0086335,0.00859705,-0.245868,0.0273377,0.037933,0.213349,0.0193651,-0.0407798,0.203997,0.790453,0.103748,0.128165,0.0359554,-0.0328678
1.03,-0.0488856,-0.0437606,-0.0165508,-0.0156226,-0.0118358,0.012389,-0.254785,0.0728846,0.0055582,0.186723,-0.0393091,-0.0798645,0.162765,0.903461,0.112923,0.0884182,0.0145843,-0.0994588
1.04,0.0350034,0.103212,-0.107472,-0.0197824,0.0034529,0.00996379,-0.44597,-0.10676,0.00462111,-0.0151949,0.127351,-0.176361,0.40097,1.17698,-0.0663453,-0.197717,0.0161475,-0.388109
1.05,0.110123,0.26132,-0.127739,-0.0185185,0.0162875,-0.00160576,-0.630765,-0.29489,0.0438312,-0.188894,0.32393,-0.228303,0.648387,1.31103,-0.238861,-0.409892,0.0388825,-0.622384
1.06,0.0191772,-0.0603913,0.0382021,-0.021077,-0.0178203,-0.00143751,-0.327785,0.0880473,0.00497108,0.0574929,-0.0341648,-0.0687094,0.203395,0.938003,0.0807722,-0.0254051,-0.011852,-0.27918
1.07,-0.0823282,-0.380515,0.00481117,-0.0289846,-0.0398907,0.0144192,-0.0296765,0.435505,-0.0282706,0.203518,-0.392567,0.0694109,-0.163294,0.881732,0.303852,0.164702,-0.0352654,0.000621465
1.08,-0.0265112,-0.17602,-0.164396,-0.028937,-0.0121228,0.0156197,-0.203039,0.161285,0.119234,-0.0887041,-0.145264,-0.015367,0.0995418,1.4392,-0.0431627,-0.35895,0.053846,-0.352863
1.09,0.0278718,0.0860693,-0.0703922,-0.0177809,-0.00863108,-0.00267626,-0.399307,-0.117617,0.184352,-0.149294,0.154258,-0.155363,0.30205,1.44082,-0.166104,-0.521641,0.0523352,-0.604374
1.1,-0.0381617,-0.0413973,0.0890822,-0.00807832,-0.047713,-0.00682134,-0.299714,0.0738203,-0.00135019,0.186911,-0.0103723,-0.143038,0.169604,0.758968,0.230197,0.0701002,-0.0582223,-0.253613
1.11,-0.108456,-0.251432,-0.0319361,-0.0126668,-0.0529926,0.00873735,-0.141842,0.278064,-0.027834,0.177618,-0.245549,0.0441969,0.078565,0.834465,0.308986,0.219271,-0.01844,0.0739865
1.12,-0.0637646,-0.175917,-0.116892,-0.0213328,-0.025856,0.00883314,-0.16895,0.153284,0.149177,-0.0651424,-0.12943,0.111803,0.0938853,1.2748,-0.0219249,-0.176067,0.105149,-0.0135415
1.13,0.0144338,-0.0156032,-0.0535526,-0.02071,-0.0224428,-0.000727976,-0.273672,-0.0145294,0.205405,-0.119526,0.0472394,0.0295286,0.070937,1.25737,-0.110968,-0.322463,0.0804675,-0.110226
1.14,-0.000388565,-0.0252075,-0.100239,-0.0156502,-0.0358317,-0.00137006,-0.282983,-0.0126433,0.139107,-0.125186,0.0134647,0.0486214,0.0904517,1.22777,0.0748844,-0.177753,-0.0127225,-0.0419613
1.15,-0.0712309,-0.0965314,-0.115122,-0.00727655,-0.0474398,-0.00445905,-0.210935,0.0629853,0.0581279,0.0374695,-0.0634725,0.158797,0.113069,0.872618,0.253832,0.21002,-0.0340009,0.0469569
1.16,-0.0748209,-0.102669,-0.0756171,-0.000108347,-0.0440174,-0.00459048,-0.184562,0.0760016,0.0811131,0.0605493,-0.0718417,0.30297,0.0759249,0.690516,0.199826,0.32631,0.0195816,0.160997
1.17,-0.00804365,-0.0777042,-0.0349139,-0.00150391,-0.033545,-0.000307037,-0.241289,0.0554937,0.144501,-0.149228,-0.0459668,0.279923,0.0324963,0.958832,0.034569,0.0398493,0.0512623,0.197424
1.18,0.0292997,-0.036135,-0.0126452,-0.0108493,-0.0324882,-0.00251849,-0.259211,0.0214807,0.0780695,-0.0368508,0.00469318,0.0495979,-0.0276886,0.634698,-0.000459421,-0.0489604,0.0143911,0.0601239
